dv,demvotesh,repvotesh,year,stcd,openlag,red,inc,pv,southborder,lagdv,cutpoint,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Year13,Year14,Year15,Year16,Year17,Year18,Year19,Year20,Year21,demmvlag,use
34.05191,34.05191,65.94809,1978,540,1,0,-1,32.26589,0,40.74783,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1850433,1
41.8626,41.8626,58.1374,1978,541,0,0,-1,42.5686,0,42.34602,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1530796,0
73.73727,73.73727,26.26272,1978,542,0,0,1,52.82442,0,75.9893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5197859,0
31.3434,31.3434,68.65661,1978,543,0,0,-1,40.04037,0,35.00268,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2999464,0
62.40582,61.45881,37.02369,1978,601,0,0,1,50.01867,0,53.54769,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.070518,0
52.89285,52.89285,47.10715,1978,602,0,0,1,42.23594,0,50.49943,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0099887,0
50.13168,49.25623,48.99747,1978,603,0,0,0,49.03898,0,52.05127,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0401806,0
38.75043,38.75043,61.24957,1978,604,0,0,-1,41.5766,0,39.62066,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1846506,0
36.53096,34.4089,59.78215,1978,605,0,0,0,39.79415,0,33.56912,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3286176,0
60.23614,59.54255,39.306,1978,701,0,0,1,52.67782,0,57.72132,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1527173,0
69.92224,69.9126,30.07362,1978,702,0,0,1,50.12287,0,65.62387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3097972,0
59.22578,58.12578,40.01693,1978,703,0,0,1,46.46196,0,55.70425,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1118786,0
41.63632,41.63314,58.35922,1978,704,0,0,-1,43.40767,0,37.78739,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2395078,0
52.31909,52.31541,47.67756,1978,705,0,0,0,43.78026,0,32.99291,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3375917,0
64.19783,64.1899,35.79775,1978,706,0,0,1,47.74266,0,56.85904,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1365925,0
41.43224,41.16561,58.19085,1978,801,1,0,-1,52.75008,0,48.0653,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0383894,1
63.26197,63.26197,36.73803,1978,901,0,0,0,49.30769,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81.74996,81.74996,18.25003,1978,902,0,0,1,62.64598,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,100,0,1978,903,0,0,1,64.28551,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.12212,73.12212,26.87788,1978,904,0,0,1,53.31472,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48.93076,48.93076,51.06924,1978,905,0,0,-1,49.88486,1,41.02612,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1794776,0
21.24611,21.24611,78.75389,1978,906,0,0,-1,49.45715,1,34.80783,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3038093,0
,100,0,1978,907,0,0,1,54.30256,1,65.71595,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.314319,0
,100,0,1978,908,1,0,1,47.54302,1,58.01722,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1603444,0
61.49213,61.49213,38.50787,1978,909,0,0,0,46.46944,1,21.91589,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5616822,0
,0,100,1978,910,0,0,-1,45.55561,1,33.67691,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3264617,0
55.28658,55.28658,44.71343,1978,911,0,0,0,49.53461,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8223195,0
61.64057,61.64057,38.35943,1978,912,0,0,-1,53.47288,1,46.10109,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0779552,0
,100,0,1978,913,0,0,1,66.50211,1,78.33238,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5666476,0
63.12946,63.12946,36.87054,1978,914,0,0,1,56.46872,1,72.87177,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4574353,0
74.17299,74.17299,25.82701,1978,915,0,0,1,54.3246,1,70.4232,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4084641,0
,99.99729,0,1978,1001,0,0,1,64.35917,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9983218,0
,99.9716,0,1978,1002,0,0,1,69.10403,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9954387,0
,99.99818,0,1978,1003,0,0,1,69.14414,1,88.73461,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7746848,0
80.91269,80.904,19.08526,1978,1004,0,0,1,57.23865,1,68.31494,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3662739,0
75.48053,75.4762,24.51807,1978,1005,0,0,1,67.51408,1,66.68055,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3335901,0
45.5928,45.58701,54.40028,1978,1006,0,0,0,67.52702,1,51.71144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0342261,0
66.52258,66.48595,33.45899,1978,1007,0,0,1,64.24458,1,55.09334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1018534,0
,99.97815,0,1978,1008,1,0,1,74.7882,1,69.74743,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3949366,0
76.93209,76.93084,23.06753,1978,1009,1,0,1,70.91771,1,79.08226,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5810041,0
,99.98405,0,1978,1010,1,0,1,65.87068,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9982712,0
77.55499,73.26101,21.2023,1978,1101,1,0,1,49.28453,0,52.77034,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0458206,1
88.28311,85.73106,11.37818,1978,1102,1,0,1,52.99005,0,83.84347,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.641894,1
40.07687,40.07687,59.92313,1978,1201,0,0,-1,40.2104,0,45.39275,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0921451,0
42.69329,42.69329,57.30671,1978,1202,0,0,-1,36.20488,0,49.41771,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0116458,0
58.65436,58.54034,41.26527,1978,1301,0,0,0,90.45121,0,92.58147,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8490593,0
87.93175,85.99977,11.8031,1978,1302,0,0,1,82.82032,0,84.67612,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6935178,0
65.19186,65.19142,34.8079,1978,1303,0,0,1,42.08157,0,59.26984,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1841316,0
33.13058,33.12917,66.86658,1978,1304,0,0,-1,38.06341,0,34.21176,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3157631,0
83.99884,83.99741,16.00089,1978,1305,0,0,1,66.58969,0,76.9453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.538906,0
33.81232,33.81207,66.18717,1978,1306,0,0,-1,40.16819,0,39.4027,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2119448,0
86.30066,86.30066,13.69934,1978,1307,0,0,1,80.8106,0,84.76939,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6953811,0
85.96228,85.95956,14.03727,1978,1308,0,0,1,69.91173,0,80.54108,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6108217,0
75.32784,75.32719,24.67195,1978,1309,0,0,1,57.78855,0,72.15229,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.443009,0
50.18227,50.18198,49.81745,1978,1310,0,0,1,39.29193,0,50.04709,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0009419,0
73.72596,73.72451,26.27352,1978,1311,0,0,1,48.27039,0,67.39394,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3478703,0
20.45967,20.45849,79.53575,1978,1312,0,0,-1,30.92399,0,24.68167,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.4946837,0
38.83611,38.835,61.16214,1978,1313,0,0,-1,37.17427,0,34.047,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3190408,0
24.93251,24.93251,75.06748,1978,1314,0,0,-1,28.85771,0,25.57475,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.4884905,0
37.61689,37.61689,62.38311,1978,1315,0,0,-1,40.47273,0,46.08923,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0782155,0
34.5248,34.49949,65.42721,1978,1316,0,0,-1,41.27015,0,32.08179,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3583599,0
29.37853,29.37853,70.62147,1978,1317,0,0,-1,44.27593,0,41.78736,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1642528,0
34.12031,34.11665,65.87263,1978,1318,0,0,-1,43.75603,0,42.27115,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.154577,0
,0,99.97772,1978,1319,0,0,-1,46.24281,0,31.50131,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3699719,0
30.36494,30.36494,69.63506,1978,1320,0,0,-1,47.23918,0,36.42875,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.271425,0
17.76304,17.76304,82.23695,1978,1321,0,0,-1,44.53173,0,25.53672,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.4892602,0
46.00959,46.0093,53.99007,1978,1322,0,0,0,48.49884,0,61.43307,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2286615,0
74.16912,74.16912,25.83088,1978,1323,0,0,1,59.15039,0,78.62684,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5725368,0
65.62975,65.62975,34.37026,1978,1324,0,0,1,53.8604,0,67.37605,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3475211,0
80.59943,80.25618,19.31796,1978,1401,1,0,1,61.29988,0,71.30498,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4260995,1
60.9284,56.52568,36.24827,1978,1402,0,0,1,39.35026,0,55.18764,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1029447,0
56.19797,55.52813,43.27994,1978,1403,0,0,1,46.12365,0,56.89967,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1379933,0
34.40557,33.7588,64.36136,1978,1404,0,0,-1,40.32764,0,45.05387,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0978944,0
32.38576,32.38576,67.61424,1978,1405,0,0,-1,42.77524,0,38.25564,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2348872,0
52.27901,52.18413,47.63439,1978,1406,0,0,1,41.46267,0,54.91079,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0982157,0
43.69075,43.69075,56.30925,1978,1407,0,0,-1,47.35151,0,37.30469,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2539063,0
48.00687,48.00687,51.99314,1978,1408,1,0,1,50.13247,0,50.46291,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0092582,1
65.63362,65.63362,34.36638,1978,1409,0,0,1,51.02129,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56.7047,56.09751,42.83168,1978,1410,0,0,1,45.02849,0,59.83787,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1967573,0
57.31272,57.24445,42.63643,1978,1411,0,0,1,45.38979,0,60.76582,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2140426,0
36.03623,35.75443,63.46358,1978,1501,0,0,-1,49.90822,0,47.94275,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0410503,0
47.39525,47.09243,52.26863,1978,1502,0,0,1,49.54786,0,50.64822,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0128864,0
25.17702,25.16994,74.80192,1978,1503,0,0,-1,48.30481,0,43.54449,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.129107,0
64.69591,64.68598,35.29867,1978,1504,0,0,1,54.10612,0,69.09383,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3818619,0
58.93136,58.92883,41.06688,1978,1505,0,0,1,49.02363,0,65.51453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.307196,0
66.28607,66.28455,33.71317,1978,1506,0,0,1,45.7591,0,68.18574,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3596499,0
,0,100,1978,1601,0,0,-1,46.165,0,26.93382,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.4613189,0
47.97146,47.97146,52.02854,1978,1602,0,0,1,44.80933,0,51.66063,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0325916,0
,0,100,1978,1603,0,0,-1,41.82296,0,29.66053,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3973425,0
69.54435,69.54435,30.45565,1978,1604,0,0,1,48.99361,0,50.91436,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0180557,0
42.04618,41.38997,57.04934,1978,1605,0,0,0,49.04245,0,37.35572,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2448886,0
,99.98413,0,1978,1701,0,0,1,66.61892,1,82.00448,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6400455,0
,99.95063,0,1978,1702,0,0,1,55.46002,1,60.35626,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2071189,0
67.74047,65.66792,31.27253,1978,1703,0,0,1,55.49173,1,58.11356,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1597013,0
34.15943,34.15943,65.84057,1978,1704,0,0,-1,42.78298,1,44.13073,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1173855,0
20.82511,20.82483,79.17384,1978,1705,0,0,-1,43.05147,1,32.89851,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3394363,0
47.66096,46.1184,50.64507,1978,1706,0,0,0,53.14232,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8798255,0
76.47434,76.47434,23.52566,1978,1707,0,0,1,60.90659,1,73.22765,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.464553,0
13.84122,13.84122,86.15878,1978,1801,1,0,-1,51.2757,1,52.10131,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0380903,0
,87.15231,0,1978,1802,0,0,1,55.71824,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8512502,0
,0,100,1978,1803,0,0,-1,45.37915,1,26.68763,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.4662475,0
50.1016,50.1016,49.8984,1978,1804,0,0,0,45.76441,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,52.0653,0,1978,1805,1,0,1,49.11483,1,52.54976,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0509951,0
9.101397,9.101397,90.89861,1978,1806,0,0,-1,54.67955,1,34.7809,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3043819,0
64.95305,60.38174,32.58039,1978,1807,0,0,1,60.74574,1,83.34827,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6669654,0
79.69925,79.69925,20.30075,1978,1808,0,0,1,61.60857,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.884302,0
36.80463,35.80087,61.47187,1978,1901,0,0,-1,49.31749,0,42.62345,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1475223,0
44.56345,40.8491,50.81593,1978,1902,0,0,0,49.85779,0,20.31143,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5744956,0
36.4963,36.4963,63.5037,1978,2001,0,0,-1,49.31194,1,45.93297,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0813406,0
66.40379,66.40379,33.59621,1978,2002,0,0,1,48.25929,1,79.78951,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5294774,0
,100,0,1978,2003,1,0,1,51.51437,1,74.59449,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4918898,0
37.95562,37.95562,62.04439,1978,2004,0,0,-1,50.05206,1,42.33303,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1533394,0
77.19807,77.19807,22.80192,1978,2005,0,0,1,58.72991,1,57.70203,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1540406,0
89.66541,89.66541,10.33459,1978,2006,0,0,0,45.19706,1,70.83697,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4167393,0
,88.69707,0,1978,2007,0,0,1,81.63708,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8878698,0
51.26646,51.26646,48.73354,1978,2008,1,0,-1,51.67312,1,47.41727,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0459958,0
,0,99.89008,1978,2101,0,0,-1,58.49255,0,36.22292,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2754945,0
72.83562,72.821,27.15893,1978,2102,0,0,1,60.90293,0,76.38077,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.499825,0
75.2459,75.18238,24.73319,1978,2103,0,0,1,60.88611,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9994305,0
,99.87623,0,1978,2104,0,0,1,57.09478,0,52.07454,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0414897,0
64.93471,52.20957,28.19361,1978,2105,0,0,0,59.03992,0,67.31155,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3462147,0
53.7617,53.75128,46.22934,1978,2106,0,0,0,55.08019,0,57.01328,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1348298,0
,84.83449,0,1978,2107,1,0,1,59.45238,0,81.39305,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5932527,0
78.14819,74.60855,20.86206,1978,2108,0,0,1,65.35925,0,79.92592,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5574168,0
,91.80577,0,1978,2109,0,0,1,56.39314,0,75.04695,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.464307,0
38.85521,38.85312,61.14149,1978,2110,0,0,-1,55.53012,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.9995076,0
,91.71162,0,1978,2111,0,0,0,58.66558,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3795923,0
,99.91235,0,1978,2112,0,0,1,52.64445,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9992269,0
92.87431,92.87239,7.125542,1978,2201,0,0,1,90.61391,0,93.39172,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8583226,0
31.87992,31.61662,67.55747,1978,2202,1,0,-1,45.39123,0,49.90969,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.001794,1
51.3333,51.33142,48.66491,1978,2203,0,0,-1,40.07872,0,48.97939,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0202383,0
28.58639,28.27664,70.63979,1978,2204,1,0,-1,40.80438,0,39.23429,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2126667,1
49.6392,48.7301,49.43849,1978,2205,0,0,-1,32.24777,0,46.42749,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0711407,0
56.73262,56.72704,43.26311,1978,2206,0,0,1,41.37683,0,53.14786,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0624703,0
77.8679,76.63371,21.7813,1978,2207,1,0,1,52.34871,0,71.18428,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.416478,1
66.56918,66.56833,33.43038,1978,2208,0,0,1,44.46522,0,59.38366,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1864846,0
30.40162,30.40058,69.59601,1978,2209,0,0,-1,35.94134,0,29.58489,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.4056718,0
51.48131,51.47433,48.51211,1978,2210,0,0,-1,41.09414,0,43.11328,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1367613,0
45.07787,45.0771,54.9212,1978,2211,0,0,0,48.84199,0,45.01702,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0992368,0
54.91173,54.91136,45.08797,1978,2212,1,0,1,45.6829,0,52.63377,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0524611,1
79.21266,79.18045,20.77888,1978,2213,0,0,1,88.61131,0,90.25642,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7939482,0
67.3614,67.35708,32.63651,1978,2214,0,0,1,48.6496,0,66.9809,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3371601,0
80.4106,79.58258,19.38768,1978,2215,0,0,1,52.82984,0,74.96517,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4928069,0
77.68396,76.47714,21.96936,1978,2216,0,0,1,55.34691,0,76.9847,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.531983,0
,95.20752,0,1978,2217,0,0,1,49.81884,0,65.08758,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2978789,0
75.38313,74.46541,24.31718,1978,2218,0,0,1,46.10196,0,66.87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3336162,0
28.7089,28.70698,71.28632,1978,2219,0,0,-1,36.75319,0,32.80224,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3413222,0
43.06504,42.5006,56.18872,1978,2301,0,0,0,51.65515,0,30.86881,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3777159,0
29.61111,29.60953,70.38514,1978,2302,0,0,-1,50.43766,0,39.6599,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.206797,0
34.26605,34.26605,65.73395,1978,2303,0,0,-1,49.13383,0,32.59069,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.341388,0
58.03973,58.03973,41.96027,1978,2304,1,0,1,60.76137,0,69.0405,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3664117,1
62.32655,62.3257,37.67294,1978,2305,0,0,0,63.61194,0,73.13747,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4470899,0
55.28046,55.27782,44.71741,1978,2306,0,0,1,57.29394,0,59.79012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1958008,0
45.95059,44.50795,52.3525,1978,2307,0,0,-1,56.87649,0,73.01615,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4541306,0
,87.17791,0,1978,2308,0,0,1,65.91983,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9991394,0
68.20863,66.57845,31.03156,1978,2401,0,0,1,61.65665,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
