GUBERNATORIAL National Summary 1990
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,19901106,General,Iowa,"591,852","Branstad, Terry E.",Incumbent,"379,372","Avenson, Donald D.",Challenger,N/A,N/A,N/A,N/A,"5,259","212,480",R,.00,60.94,39.06,
Governor,N/A,19901106,General,Idaho,"101,937","Fairchild, Roger",Challenger,"218,673","Andrus, Cecil D.",Incumbent,N/A,N/A,N/A,N/A,N/A,"116,736",D,.00,31.79,68.21,
Governor,N/A,19901106,General,Illinois,"1,653,126","Edgar, Jim",Challenger,"1,569,217","Hartigan, Neil F.",Challenger,N/A,N/A,N/A,N/A,"35,067","83,909",R,.00,51.30,48.70,
Governor,N/A,19901106,General,Kansas,"333,589","Hayden, Mike",Incumbent,"380,609","Finney, Joan",Challenger,N/A,N/A,N/A,N/A,"69,127","47,020",D,.00,46.71,53.29,
Governor,N/A,19901106,General,Massachusetts,"1,175,817","Weld, William F.",Challenger,"1,099,878","Silber, John",Challenger,N/A,N/A,N/A,N/A,"67,232","75,939",R,.00,51.67,48.33,
Governor,N/A,19901106,General,Maryland,"446,980","Shepard, William S.",Challenger,"664,015","Schaefer, William D.",Incumbent,N/A,N/A,N/A,N/A,93,"217,035",D,.00,40.23,59.77,
Governor,N/A,19901106,General,Maine,"243,766","McKernan, John R.",Incumbent,"230,038","Brennan, Joseph E.",Challenger,N/A,N/A,N/A,N/A,"48,688","13,728",R,.00,51.45,48.55,
Governor,N/A,19901106,General,Michigan,"1,276,134","Engler, John",Challenger,"1,258,539","Blanchard, James J.",Incumbent,N/A,N/A,N/A,N/A,"29,890","17,595",R,.00,50.35,49.65,
Governor,N/A,19901106,General,Minnesota,"895,988","Carlson, Arne",Challenger,"836,218","Perpich, Rudy",Incumbent,N/A,N/A,N/A,N/A,"74,571","59,770",R,.00,51.73,48.27,
Governor,N/A,19901106,General,Nebraska,"288,741","Orr, Kay",Incumbent,"292,771","Nelson, Earl",Challenger,N/A,N/A,N/A,N/A,"5,030","4,030",D,.00,49.65,50.35,
Governor,N/A,19901106,General,New Hampshire,"177,773","Gregg, Judd",Incumbent,"101,923","Grandmaison, J. Joseph",Challenger,N/A,N/A,N/A,N/A,"15,322","75,850",R,.00,63.56,36.44,
Governor,N/A,19901106,General,New Mexico,"185,692","Bond, Frank",Challenger,"224,564","King, Bruce",Challenger,N/A,N/A,N/A,N/A,976,"38,872",D,.00,45.26,54.74,
Governor,N/A,19901106,General,Nevada,"95,789","Gallaway, Jim",Challenger,"207,878","Miller, Robert J.",Incumbent,N/A,N/A,N/A,N/A,"17,076","112,089",D,.00,31.54,68.46,"In January 1989, Lt. Governor Robert J. Miller (D) became Governor on the resignation of Gov. Richard H. Bryan (D) following his election November 1988 to the U.S. Senate."
Governor,N/A,19901106,General,New York,"865,948","Rinfret, Pierre A.",Challenger,"2,157,087","Cuomo, Mario M.",Incumbent,Conservative,"827,614","London, NULL",Challenger,"206,247","1,291,139",D,20.40,28.64,71.36,"The other vote was: Scattered Write-Ins (Other) 206,247"
Governor,N/A,19901106,General,Ohio,"1,938,103","Voinovich, George",Challenger,"1,544,416","Celebrezze, Anthony J.",Challenger,N/A,N/A,N/A,N/A,131,"393,687",R,.00,55.65,44.35,
Governor,N/A,19901106,General,Oklahoma,"297,584","Price, Bill",Challenger,"523,196","Walters, David",Challenger,N/A,N/A,N/A,N/A,"90,534","225,612",D,.00,36.26,63.74,
Governor,N/A,19901106,General,Oregon,"444,646","Frohnmayer, Dave",Challenger,"508,749","Roberts, Barbara",Challenger,N/A,N/A,N/A,N/A,"159,452","64,103",D,.00,46.64,53.36,
Governor,N/A,19901106,General,Pennsylvania,"987,516","Hafer, Barbara",Challenger,"2,065,244","Casey, Robert",Incumbent,N/A,N/A,N/A,N/A,N/A,"1,077,728",D,.00,32.35,67.65,
Governor,N/A,19901106,General,Rhode Island,"92,177","Diprete, Edward",Incumbent,"264,411","Sundlun, Bruce G.",Challenger,N/A,N/A,N/A,N/A,84,"172,234",D,.00,25.85,74.15,
Governor,N/A,19901106,General,South Carolina,"528,831","Campbell, Carroll",Incumbent,"212,034","Mitchell, Theo",Challenger,N/A,N/A,N/A,N/A,"20,100","316,797",R,.00,71.38,28.62,
Governor,N/A,19901106,General,South Dakota,"151,198","Mickelson, George S.",Incumbent,"105,525","Samuelson, Bob L.",Challenger,N/A,N/A,N/A,N/A,N/A,"45,673",R,.00,58.90,41.10,
Governor,N/A,19901106,General,Tennessee,"289,348","Henry, Dwight",Challenger,"480,885","McWherter, Ned",Incumbent,N/A,N/A,N/A,N/A,"20,208","191,537",D,.00,37.57,62.43,
Governor,N/A,19901106,General,Texas,"1,826,231","Williams, Clayton",Challenger,"1,925,670","Richards, Ann",Challenger,N/A,N/A,N/A,N/A,"140,586","99,439",D,.00,48.67,51.33,
Governor,N/A,19901106,General,Vermont,"109,540","Snelling, Richard A.",Challenger,"97,321","Welch, Peter",Challenger,N/A,N/A,N/A,N/A,"4,561","12,219",R,.00,52.95,47.05,
Governor,N/A,19901106,General,Wisconsin,"802,321","Thompson, Tommy G.",Incumbent,"576,280","Loftus, Thomas",Challenger,N/A,N/A,N/A,N/A,"1,126","226,041",R,.00,58.20,41.80,
Governor,N/A,19901106,General,Wyoming,"55,471","Mead, Mary",Challenger,"104,638","Sullivan, Mike",Incumbent,N/A,N/A,N/A,N/A,N/A,"49,167",D,.00,34.65,65.35,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"54,060,566","24,250,667","26,945,764","1,364,508","1,499,627","2,695,097",D,44.86,49.84,2.52,2.77,47.37,52.63
,
,
,
GUBERNATORIAL National Summary 1989
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1989,General,New Jersey,"838,553","Courter, James A.",Challenger,"1,379,973","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"35,274","541,420",D,.00,37.80,62.20,
Governor,N/A,1989,General,Virginia,"890,195","Coleman, J. Marshall",Challenger,"896,936","Wilder, L. Douglas",Challenger,N/A,N/A,N/A,N/A,"1,947","6,741",D,.00,49.81,50.19,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"4,042,878","1,728,748","2,276,909",N/A,"37,221","548,161",D,42.76,56.32,.00,.92,43.16,56.84
,
,
,
GUBERNATORIAL National Summary 1988
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,19881108,General,Delaware,"169,733","Castle, Michael N.",Incumbent,"70,236","Kreshtoll, Jacob",Challenger,N/A,N/A,N/A,N/A,N/A,"99,497",R,.00,70.73,29.27,
Governor,N/A,19881108,General,Indiana,"1,002,207","Mutz, John M.",Challenger,"1,138,574","Bayh, Evan",Challenger,N/A,N/A,N/A,N/A,N/A,"136,367",D,.00,46.82,53.18,
Governor,N/A,19881108,General,Missouri,"1,339,531","Ashcroft, John",Incumbent,"724,919","Hearnes, Betty C.",Challenger,N/A,N/A,N/A,N/A,"21,478","614,612",R,.00,64.89,35.11,
Governor,N/A,19881108,General,Montana,"190,604","Stephens, Stan",Challenger,"169,313","Judge, Thomas L.",Challenger,N/A,N/A,N/A,N/A,"7,104","21,291",R,.00,52.96,47.04,
Governor,N/A,19881108,General,North Carolina,"1,222,338","Martin, James G.",Incumbent,"957,867","Jordan, Robert B.",Challenger,N/A,N/A,N/A,N/A,N/A,"264,471",R,.00,56.07,43.93,
Governor,N/A,19881108,General,North Dakota,"119,986","Mallberg, Leon L.",Challenger,"179,094","Sinner, George A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"59,108",D,.00,40.12,59.88,
Governor,N/A,19881108,General,New Hampshire,"267,064","Gregg, Judd",Challenger,"172,543","McEachern, Paul",Challenger,N/A,N/A,N/A,N/A,"2,316","94,521",R,.00,60.75,39.25,
Governor,N/A,19881108,General,Rhode Island,"203,550","Diprete, Edward",Incumbent,"196,936","Sundlun, Bruce G.",Challenger,N/A,N/A,N/A,N/A,30,"6,614",R,.00,50.83,49.17,
Governor,N/A,19881108,General,Utah,"260,462","Bangerter, Norman H.",Incumbent,"249,321","Wilson, Ted",Challenger,N/A,N/A,N/A,N/A,"139,331","11,141",R,.00,51.09,48.91,
Governor,N/A,19881108,General,Vermont,"105,191","Bernhardt, Michael",Challenger,"134,438","Kunin, Madeline",Incumbent,N/A,N/A,N/A,N/A,"3,250","29,247",D,.00,43.90,56.10,
Governor,N/A,19881108,General,Washington,"708,481","Williams, Bob",Challenger,"1,166,448","Gardner, Booth",Incumbent,N/A,N/A,N/A,N/A,N/A,"457,967",D,.00,37.79,62.21,
Governor,N/A,19881108,General,West Virginia,"267,172","Moore, Arch A. Jr.",Incumbent,"382,421","Caperton, Gaston",Challenger,N/A,N/A,N/A,N/A,N/A,"115,249",D,.00,41.13,58.87,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"11,571,938","5,856,319","5,542,110",N/A,"173,509","314,209",R,50.61,47.89,.00,1.50,51.38,48.62
,
,
,
GUBERNATORIAL National Summary 1987
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1987,General,Kentucky,"273,141","Harper, John",Challenger,"504,674","Wilkinson, Wallace G.",Challenger,N/A,N/A,N/A,N/A,N/A,"231,533",D,.00,35.12,64.88,
Governor,N/A,19871024,General,Louisiana,"287,780","Livingston, Bob",Challenger,"516,078","Roemer, Charles",Challenger,Democrat,"437,801","Edwards, Edwin W.",Incumbent,"317,071","78,277",D,28.09,35.80,64.20,"Incumbent Governor Edwin W. Edwards withdrew after running second in the primary and no run-off general election was required.; The other vote was: Scattered Write-Ins (Other) 162,992; Tauzin, W. J. (Democrat) 154,079"
Governor,N/A,1987,General,Mississippi,"336,006","Reed, Jack R.",Challenger,"385,689","Mabus, Ray",Challenger,N/A,N/A,N/A,N/A,N/A,"49,683",D,.00,46.56,53.44,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"3,058,240","896,927","1,406,441","437,801","317,071","509,514",D,29.33,45.99,14.32,10.37,38.94,61.06
,
,
,
GUBERNATORIAL National Summary 1986
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,19861104,General,Alaska,"76,515","Sturgulewski, Arliss",Challenger,"84,943","Cowper, Steve",Challenger,N/A,N/A,N/A,N/A,"18,097","8,428",D,.00,47.39,52.61,
Governor,N/A,19861104,General,Alabama,"696,203","Hunt, Guy",Challenger,"537,163","Baxley, Bill",Challenger,N/A,N/A,N/A,N/A,"2,864","159,040",R,.00,56.45,43.55,
Governor,N/A,19861104,General,Arkansas,"248,427","White, Frank D.",Challenger,"439,882","Clinton, Bill",Incumbent,N/A,N/A,N/A,N/A,242,"191,455",D,.00,36.09,63.91,
Governor,N/A,19861104,General,Arizona,"343,913","Mecham, Evan",Challenger,"298,986","Warner, Carolyn",Challenger,Independent,"224,085","Schulz, NULL",Challenger,N/A,"44,927",R,25.85,53.49,46.51,
Governor,N/A,19861104,General,California,"4,506,601","Deukmejian, George",Incumbent,"2,781,714","Bradley, Tom",Challenger,N/A,N/A,N/A,N/A,"155,236","1,724,887",R,.00,61.83,38.17,
Governor,N/A,19861104,General,Colorado,"434,420","Strickland, Ted",Challenger,"616,325","Romer, Roy",Challenger,N/A,N/A,N/A,N/A,"8,183","181,905",D,.00,41.34,58.66,
Governor,N/A,19861104,General,Connecticut,"408,489","Belaga, Julie D.",Challenger,"575,638","O'Neill, William A.",Incumbent,N/A,N/A,N/A,N/A,"9,565","167,149",D,.00,41.51,58.49,
Governor,N/A,19861104,General,Florida,"1,847,525","Martinez, Bob",Challenger,"1,538,620","Pajcic, Steve",Challenger,N/A,N/A,N/A,N/A,26,"308,905",R,.00,54.56,45.44,
Governor,N/A,19861104,General,Georgia,"346,512","Davis, Guy",Challenger,"828,465","Harris, Joe Frank",Incumbent,N/A,N/A,N/A,N/A,137,"481,953",D,.00,29.49,70.51,
Governor,N/A,19861104,General,Hawaii,"160,460","Anderson, D. G.",Challenger,"173,655","Waihee, John",Challenger,N/A,N/A,N/A,N/A,N/A,"13,195",D,.00,48.03,51.97,
Governor,N/A,19861104,General,Iowa,"472,712","Branstad, Terry E.",Incumbent,"436,987","Junkins, Lowell L.",Challenger,N/A,N/A,N/A,N/A,924,"35,725",R,.00,51.96,48.04,
Governor,N/A,19861104,General,Idaho,"189,794","Leroy, David H.",Challenger,"193,429","Andrus, Cecil D.",Challenger,N/A,N/A,N/A,N/A,"4,203","3,635",D,.00,49.53,50.47,
Governor,N/A,19861104,General,Illinois,"1,655,849","Thompson, James R.",Incumbent,"208,830","Fairchild, Mark",Challenger,Illinois Solidarity,"1,256,626","Stevenson, Adlai E. II",Challenger,"22,673","399,223",R,39.97,88.80,11.20,"There was no Democratic candidate for Governor on the ballot, Mark Fairchild being the ""paired"" Democrat for Lt. Governor.  The Democratic vote was cast for the ticket of ""no name"" and Fairchild.; The other vote was: Scattered Write-Ins (Other) 22,673"
Governor,N/A,19861104,General,Kansas,"436,267","Hayden, Mike",Challenger,"404,338","Docking, Thomas R.",Challenger,N/A,N/A,N/A,N/A,N/A,"31,929",R,.00,51.90,48.10,
Governor,N/A,19861104,General,Massachusetts,"525,364","Kariotis, George",Challenger,"1,157,786","Dukakis, Michael S.",Incumbent,N/A,N/A,N/A,N/A,929,"632,422",D,.00,31.21,68.79,
Governor,N/A,19861104,General,Maryland,"194,185","Mooney, Thomas J.",Challenger,"907,291","Schaefer, William D.",Challenger,N/A,N/A,N/A,N/A,N/A,"713,106",D,.00,17.63,82.37,
Governor,N/A,19861104,General,Maine,"170,312","McKernan, John R.",Challenger,"128,744","Tierney, James",Challenger,N/A,N/A,N/A,N/A,"127,805","41,568",R,.00,56.95,43.05,
Governor,N/A,19861104,General,Michigan,"753,647","Lucas, William",Challenger,"1,632,138","Blanchard, James J.",Incumbent,N/A,N/A,N/A,N/A,"10,779","878,491",D,.00,31.59,68.41,
Governor,N/A,19861104,General,Minnesota,"606,755","Ludeman, Cal R.",Challenger,"790,138","Perpich, Rudy",Incumbent,N/A,N/A,N/A,N/A,"19,096","183,383",D,.00,43.44,56.56,
Governor,N/A,19861104,General,Nebraska,"298,325","Orr, Kay",Challenger,"265,156","Boosalis, Helen",Challenger,N/A,N/A,N/A,N/A,941,"33,169",R,.00,52.94,47.06,
Governor,N/A,19861104,General,New Hampshire,"134,824","Sununu, John H.",Incumbent,"116,142","McEachern, Paul",Challenger,N/A,N/A,N/A,N/A,141,"18,682",R,.00,53.72,46.28,
Governor,N/A,19861104,General,New Mexico,"209,455","Carruthers, Garrey E.",Challenger,"185,378","Powell, Ray B.",Challenger,N/A,N/A,N/A,N/A,N/A,"24,077",R,.00,53.05,46.95,
Governor,N/A,19861104,General,Nevada,"65,081","Cafferata, Patty",Challenger,"187,268","Bryan, Richard H.",Incumbent,N/A,N/A,N/A,N/A,"8,026","122,187",D,.00,25.79,74.21,
Governor,N/A,19861104,General,New York,"1,363,810","O'Rourke, Andrew P.",Challenger,"2,775,229","Cuomo, Mario M.",Incumbent,N/A,N/A,N/A,N/A,"155,085","1,411,419",D,.00,32.95,67.05,
Governor,N/A,19861104,General,Ohio,"1,207,264","Rhodes, James A.",Challenger,"1,858,372","Celeste, Richard F.",Incumbent,N/A,N/A,N/A,N/A,975,"651,108",D,.00,39.38,60.62,
Governor,N/A,19861104,General,Oklahoma,"431,762","Bellmon, Henry Louis",Challenger,"405,295","Walters, David",Challenger,N/A,N/A,N/A,N/A,"72,868","26,467",R,.00,51.58,48.42,
Governor,N/A,19861104,General,Oregon,"506,986","Paulus, Norma",Challenger,"549,456","Goldschmidt, Neil",Challenger,N/A,N/A,N/A,N/A,"3,188","42,470",D,.00,47.99,52.01,
Governor,N/A,19861104,General,Pennsylvania,"1,638,268","Scranton, William III",Challenger,"1,717,484","Casey, Robert",Challenger,N/A,N/A,N/A,N/A,"32,523","79,216",D,.00,48.82,51.18,
Governor,N/A,19861104,General,Rhode Island,"208,822","Diprete, Edward",Incumbent,"104,508","Sundlun, Bruce G.",Challenger,N/A,N/A,N/A,N/A,"9,394","104,314",R,.00,66.65,33.35,
Governor,N/A,19861104,General,South Carolina,"384,565","Campbell, Carroll",Challenger,"361,325","Daniel, Mike",Challenger,N/A,N/A,N/A,N/A,"7,861","23,240",R,.00,51.56,48.44,
Governor,N/A,19861104,General,South Dakota,"152,543","Mickelson, George S.",Challenger,"141,898","Herseth, R. Lars",Challenger,N/A,N/A,N/A,N/A,N/A,"10,645",R,.00,51.81,48.19,
Governor,N/A,19861104,General,Tennessee,"553,449","Dunn, Winfield",Challenger,"656,602","McWherter, Ned",Challenger,N/A,N/A,N/A,N/A,288,"103,153",D,.00,45.74,54.26,
Governor,N/A,19861104,General,Texas,"1,813,779","Clements, William P.",Challenger,"1,584,515","White, Mark",Incumbent,N/A,N/A,N/A,N/A,"43,166","229,264",R,.00,53.37,46.63,
Governor,N/A,19861104,General,Vermont,"75,162","Smith, Peter",Challenger,"92,379","Kunin, Madeline",Incumbent,N/A,N/A,N/A,N/A,"29,175","17,217",D,.00,44.86,55.14,"In the absence of a majority for any candidate, the State Legislature elected Madeleine M. Kunin to a  two-year term."
Governor,N/A,19861104,General,Wisconsin,"805,090","Thompson, Tommy G.",Challenger,"705,578","Earl, Anthony S.",Incumbent,N/A,N/A,N/A,N/A,"16,292","99,512",R,.00,53.29,46.71,
Governor,N/A,19861104,General,Wyoming,"75,841","Simpson, Peter",Challenger,"88,879","Sullivan, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"13,038",D,.00,46.04,53.96,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"51,770,905","23,998,976","25,530,536","1,480,711","760,682","1,531,560",D,46.36,49.31,2.86,1.47,48.45,51.55
,
,
,
GUBERNATORIAL National Summary 1985
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1985,General,New Jersey,"1,372,631","Kean, Thomas H.",Incumbent,"578,402","Shapiro, Peter",Challenger,N/A,N/A,N/A,N/A,"21,591","794,229",R,.00,70.35,29.65,
Governor,N/A,1985,General,Virginia,"601,649","Durrette, Wyatt B.",Challenger,"741,438","Baliles, Gerald L.",Challenger,N/A,N/A,N/A,N/A,153,"139,789",D,.00,44.80,55.20,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"3,315,864","1,974,280","1,319,840",N/A,"21,744","654,440",R,59.54,39.80,.00,.66,59.93,40.07
,
,
,
GUBERNATORIAL National Summary 1984
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,19841106,General,Arkansas,"331,987","Freeman, Woody",Challenger,"554,561","Clinton, Bill",Incumbent,N/A,N/A,N/A,N/A,N/A,"222,574",D,.00,37.45,62.55,
Governor,N/A,19841106,General,Delaware,"135,250","Castle, Michael N.",Challenger,"108,315","Quillen, William T.",Challenger,N/A,N/A,N/A,N/A,N/A,"26,935",R,.00,55.53,44.47,
Governor,N/A,19841106,General,Indiana,"1,146,497","Orr, Robert D.",Incumbent,"1,036,922","Townsend, W. Wayne",Challenger,N/A,N/A,N/A,N/A,"14,569","109,575",R,.00,52.51,47.49,
Governor,N/A,19841106,General,Missouri,"1,194,506","Ashcroft, John",Challenger,"913,700","Rothman, Kenneth J.",Challenger,N/A,N/A,N/A,N/A,4,"280,806",R,.00,56.66,43.34,
Governor,N/A,19841106,General,Montana,"100,070","Goodover, Pat M.",Challenger,"266,578","Schwinden, Ted",Incumbent,N/A,N/A,N/A,N/A,"12,322","166,508",D,.00,27.29,72.71,
Governor,N/A,19841106,General,North Carolina,"1,208,167","Martin, James G.",Challenger,"1,011,209","Edmisten, Rufus",Challenger,N/A,N/A,N/A,N/A,"7,351","196,958",R,.00,54.44,45.56,
Governor,N/A,19841106,General,North Dakota,"140,460","Olson, Allen I.",Incumbent,"173,922","Sinner, George A.",Challenger,N/A,N/A,N/A,N/A,N/A,"33,462",D,.00,44.68,55.32,
Governor,N/A,19841106,General,New Hampshire,"256,574","Sununu, John H.",Incumbent,"127,156","Spirou, Chris",Challenger,N/A,N/A,N/A,N/A,180,"129,418",R,.00,66.86,33.14,
Governor,N/A,19841106,General,Rhode Island,"245,059","Diprete, Edward",Challenger,"163,311","Solomon, Anthony J.",Challenger,N/A,N/A,N/A,N/A,5,"81,748",R,.00,60.01,39.99,
Governor,N/A,19841106,General,Utah,"351,792","Bangerter, Norman H.",Challenger,"275,669","Owens, Wayne",Challenger,N/A,N/A,N/A,N/A,"2,158","76,123",R,.00,56.07,43.93,
Governor,N/A,19841106,General,Vermont,"113,264","Easton, John J.",Challenger,"116,938","Kunin, Madeline",Challenger,N/A,N/A,N/A,N/A,"3,551","3,674",D,.00,49.20,50.80,
Governor,N/A,19841106,General,Washington,"881,994","Spellman, John D.",Incumbent,"1,006,993","Gardner, Booth",Challenger,N/A,N/A,N/A,N/A,N/A,"124,999",D,.00,46.69,53.31,
Governor,N/A,19841106,General,West Virginia,"394,937","Moore, Arch A. Jr.",Challenger,"346,565","See, Clyde M.",Challenger,N/A,N/A,N/A,N/A,N/A,"48,372",R,.00,53.26,46.74,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"12,642,536","6,500,557","6,101,839",N/A,"40,140","398,718",R,51.42,48.26,.00,.32,51.58,48.42
,
,
,
GUBERNATORIAL National Summary 1983
,
