GUBERNATORIAL National Summary 2010
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,20061107,General,Texas,"1,716,792","Perry, Rick",Incumbent,"1,310,337","Bell, Chris",Challenger,Independent,"796,851","Friedman, Richard",Challenger,"575,136","406,455",R,18.11,56.71,43.29,"The other vote was: Strayhorn, Carole Keeton (Independent) 547,674; Scattered Write-Ins (Other) 27,462"
Governor,N/A,20061107,General,Vermont,"148,014","Douglas, Jim",Incumbent,"108,090","Parker, Scudder",Challenger,N/A,N/A,N/A,N/A,"6,420","39,924",R,.00,57.79,42.21,
Governor,N/A,20061107,General,Wisconsin,"979,427","Green, Mark",Challenger,"1,139,115","Doyle, James E.",Incumbent,N/A,N/A,N/A,N/A,"43,158","159,688",D,.00,46.23,53.77, 
Governor,N/A,20061107,General,Wyoming,"58,100","Hunkins, Ray",Challenger,"135,516","Freudenthal, Dave",Incumbent,N/A,N/A,N/A,N/A,276,"77,416",D,.00,30.01,69.99,
Governor,N/A,20061107,General,Oregon,"589,748","Saxton, Ron",Challenger,"699,786","Kulongoski, Ted",Incumbent,N/A,N/A,N/A,N/A,"89,941","110,038",D,.00,45.73,54.27,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"66,508,692","29,386,615","33,448,825","1,282,391","2,390,861","4,062,210",D,44.18,50.29,1.93,3.59,46.77,53.23
,
,
,
GUBERNATORIAL National Summary 2005
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,20051108,General,New Jersey,"985,271","Forrester, Doug",Challenger,"1,224,551","Corzine, Jon S.",Challenger,N/A,N/A,N/A,N/A,"80,277","239,280",D,.00,44.59,55.41,
Governor,N/A,20051108,General,Virginia,"912,327","Kilgore, Jerry W.",Challenger,"1,025,942","Kaine, Tim",Challenger,N/A,N/A,N/A,N/A,"45,509","113,615",D,.00,47.07,52.93,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"4,273,877","1,897,598","2,250,493",N/A,"125,786","352,895",D,44.40,52.66,.00,2.94,45.75,54.25
,
,
,
GUBERNATORIAL National Summary 2004
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,20041102,General,Delaware,"167,115","Lee, William Swain",Challenger,"185,687","Minner, Ruth Ann",Incumbent,N/A,N/A,N/A,N/A,"12,206","18,572",D,.00,47.37,52.63,"Frank Infante appeared on both the ""Independent Party of Delaware"" and Libertarian ballot lines."
Governor,N/A,20041102,General,Indiana,"1,302,912","Daniels, Mitch",Challenger,"1,113,900","Kernan, Joseph E.",Challenger,Libertarian,"31,664","Giveiden, Kenn",Challenger,22,"189,012",R,1.29,53.91,46.09,"The other vote was: Kapetanov, Velko (Write-in) 22"
Governor,N/A,20041102,General,Missouri,"1,382,419","Blunt, Matt",Challenger,"1,301,442","McCaskill, Claire",Challenger,Libertarian,"24,378","Swenson, John M.",Challenger,"11,360","80,977",R,.90,51.51,48.49,"The other vote was: Wells, Robert (Constitution) 11,299; Johnson, Kenneth J. (Write-in) 61"
Governor,N/A,20041102,General,Montana,"205,313","Brown, Bob",Challenger,"225,016","Schweitzer, Brian",Challenger,Green,"8,393","Kelleher, Bob",Challenger,"7,424","19,703",D,1.88,47.71,52.29,"The other vote was: Jones, Stanley R. (Libertarian) 7,424"
Governor,N/A,20041102,General,North Carolina,"1,495,021","Ballantine, Patrick J.",Challenger,"1,939,154","Easley, Mike",Incumbent,Libertarian,"52,513","Howe, Barbara",Challenger,N/A,"444,133",D,1.51,43.53,56.47,
Governor,N/A,20041102,General,North Dakota,"220,803","Hoeven, John",Incumbent,"84,877","Satrom, Joe",Challenger,Independent,"4,193","Reimers, Roland",Challenger,N/A,"135,926",R,1.35,72.23,27.77,
Governor,N/A,20041102,General,New Hampshire,"325,981","Benson, Craig",Incumbent,"340,299","Lynch, John",Challenger,Write-in,740,Scattered Write-Ins,Challenger,N/A,"14,318",D,.11,48.93,51.07,
Governor,N/A,20041102,General,Utah,"531,190","Huntsman, Jon Jr.",Challenger,"380,359","Matheson, Scot Jr.",Challenger,Personal Choice,"8,399","Larsen, Ken",Challenger,12,"150,831",R,.91,58.27,41.73,"The other vote was: Fonua, Stoney (Write-in) 12"
Governor,N/A,20041102,General,Washington,"1,373,232","Rossi, Dino",Challenger,"1,373,361","Gregoire, Christine",Challenger,Libertarian,"63,465","Bennet, Ruth",Challenger,N/A,129,D,2.26,50.00,50.00,
Governor,N/A,20041102,General,West Virginia,"253,131","Warner, Monty",Challenger,"472,758","Manchin, Joe III",Challenger,Mountain,"18,430","Johnson, Jesse",Challenger,114,"219,627",D,2.48,34.87,65.13,"The other vote was: McClure, Simon (Write-in) 114"
Governor,N/A,20041102,General,Vermont,"181,540","Douglas, Jim",Incumbent,"117,327","Clavell, Peter",Challenger,Marijuana,"4,221","Ericson, Cris",Challenger,"6,197","64,213",R,1.36,60.74,39.26,"The other vote was: Hejny, Patricia (Independent) 2,431; Machia, Hardy (Libertarian) 2,263; Diamondstone, Pete (Liberty Union) 1,298; Scattered Write-Ins (Write-in) 205"
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"15,226,568","7,438,657","7,534,180","216,396","37,335","95,523",D,48.85,49.48,1.42,.25,49.68,50.32
,
,
,
GUBERNATORIAL National Summary 2003
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,"4,041,769",20031104,General,Kentucky,"596,284","Fletcher, Ernest",Challenger,"487,159","Chandler, Ben",Challenger,N/A,N/A,N/A,N/A,N/A,"109,125",R,.00,55.04,44.96,
Governor,"4,468,976",20031115,General,Louisiana,"676,484","Jindal, Bobby",Challenger,"731,358","Kathleen, Babineaux",Challenger,N/A,N/A,N/A,N/A,N/A,"54,874",D,.00,48.05,51.95,
Governor,"2,844,658",20031104,General,Mississippi,"470,404","Barbour, Haley",Challenger,"409,787","Musgrove, Ronnie",Incumbent,Constitution,"6,317","Cripps, John Thomas",Challenger,"7,979","60,617",R,.71,53.44,46.56,"The other vote was: O'Hara, Shawn (Reform) 4,070; Dillon, Sherman Lee (Green) 3,909"
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
"11,355,403",United States,"3,385,772","1,743,172","1,628,304","6,317","7,979","114,868",R,51.49,48.09,.19,.24,51.70,48.30
,
,
,
GUBERNATORIAL National Summary 2002
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,20021105,General,Alabama,"672,225","Riley, Robert",Challenger,"669,105","Siegelman, Don",Incumbent,N/A,N/A,N/A,N/A,"25,723","3,120",R,.00,50.12,49.88,
Governor,N/A,20021105,General,Alaska,"129,279","Murkowski, Frank H.",Challenger,"94,216","Ulmer, Fran",Challenger,N/A,N/A,N/A,N/A,"7,989","35,063",R,.00,57.84,42.16,
Governor,N/A,20021105,General,Arizona,"554,465","Salmon, Matt",Challenger,"566,284","Napolitano, Janet",Challenger,N/A,N/A,N/A,N/A,"105,362","11,819",D,.00,49.47,50.53,
Governor,N/A,20021105,General,Arkansas,"427,082","Huckabee, Mike",Incumbent,"378,250","Fisher, Jimmie Lou",Challenger,N/A,N/A,N/A,N/A,364,"48,832",R,.00,53.03,46.97,
Governor,N/A,20021105,General,California,"3,169,801","Simon, Bill",Challenger,"3,533,490","Davis, Gray",Incumbent,N/A,N/A,N/A,N/A,"773,020","363,689",D,.00,47.29,52.71,
Governor,N/A,20021105,General,Colorado,"884,583","Owens, Bill",Incumbent,"475,373","Heath, Rollie",Challenger,N/A,N/A,N/A,N/A,"52,646","409,210",R,.00,65.04,34.96,
Governor,N/A,20021105,General,Connecticut,"573,958","Rowland, John G.",Incumbent,"448,984","Curry, Bill",Challenger,N/A,N/A,N/A,N/A,56,"124,974",R,.00,56.11,43.89,
Governor,N/A,20021105,General,Florida,"2,856,845","Bush, Jeb",Incumbent,"2,201,427","McBride, Bill",Challenger,N/A,N/A,N/A,N/A,"42,309","655,418",R,.00,56.48,43.52,
Governor,N/A,20021105,General,Georgia,"1,041,700","Perdue, Sonny",Challenger,"937,070","Barnes, Roy E.",Incumbent,N/A,N/A,N/A,N/A,"48,407","104,630",R,.00,52.64,47.36,
Governor,N/A,20021105,General,Hawaii,"197,009","Lingle, Linda",Challenger,"179,647","Hirono, Mazie K.",Challenger,N/A,N/A,N/A,N/A,"5,454","17,362",R,.00,52.30,47.70,
Governor,N/A,20021105,General,Idaho,"231,566","Kempthorne, Dirk",Incumbent,"171,711","Brady, Jerry M.",Challenger,N/A,N/A,N/A,N/A,"8,200","59,855",R,.00,57.42,42.58,
Governor,N/A,20021105,General,Illinois,"1,594,960","Ryan, Jim",Challenger,"1,847,040","Blagojevich, Rod R.",Challenger,N/A,N/A,N/A,N/A,"96,891","252,080",D,.00,46.34,53.66,
Governor,N/A,20021105,General,Iowa,"456,612","Gross, Doug",Challenger,"540,449","Vilsack, Tom",Incumbent,N/A,N/A,N/A,N/A,"28,741","83,837",D,.00,45.80,54.20,
Governor,N/A,20021105,General,Kansas,"376,830","Shallenburger, Tim",Challenger,"441,858","Sebelius, Kathleen",Challenger,N/A,N/A,N/A,N/A,"17,004","65,028",D,.00,46.03,53.97,
Governor,N/A,20021105,General,Maine,"209,496","Cianchette, Peter E.",Challenger,"238,179","Baldacci, John",Challenger,N/A,N/A,N/A,N/A,"57,515","28,683",D,.00,46.80,53.20,
Governor,N/A,20021105,General,Maryland,"879,592","Ehrlich, Robert L. Jr.",Challenger,"813,422","Townsend, Kathleen Kennedy",Challenger,N/A,N/A,N/A,N/A,"13,165","66,170",R,.00,51.95,48.05,
Governor,N/A,20021105,General,Massachusetts,"1,091,988","Romney, W. Mitt",Challenger,"985,981","O'Brien, Shannon P.",Challenger,N/A,N/A,N/A,N/A,"116,210","106,007",R,.00,52.55,47.45,
Governor,N/A,20021105,General,Michigan,"1,506,104","Posthumus, Dick",Challenger,"1,633,796","Granholm, Jennifer M.",Challenger,N/A,N/A,N/A,N/A,"37,665","127,692",D,.00,47.97,52.03,
Governor,N/A,20021105,General,Minnesota,"999,473","Pawlenty, Tim",Challenger,"821,268","Moe, Roger D.",Challenger,Independence,"364,534","Penny, Timothy J.",Challenger,"67,198","178,205",R,16.18,54.89,45.11,"The other vote was: Scattered Write-Ins (Other) 67,198"
Governor,N/A,20021105,General,Nebraska,"330,349","Johanns, Mike",Incumbent,"132,348","Dean, Stormy",Challenger,N/A,N/A,N/A,N/A,"18,294","198,001",R,.00,71.40,28.60,
Governor,N/A,20021105,General,Nevada,"344,001","Guinn, Kenny",Incumbent,"110,935","Neal, Joe",Challenger,N/A,N/A,N/A,N/A,"49,143","233,066",R,.00,75.62,24.38,
Governor,N/A,20021105,General,New Hampshire,"259,663","Benson, Craig",Challenger,"169,277","Fernald, Mark D.",Challenger,N/A,N/A,N/A,N/A,"14,036","90,386",R,.00,60.54,39.46,
Governor,N/A,20021105,General,New Mexico,"189,074","Sanchez, John A.",Challenger,"268,693","Richardson, Bill",Challenger,N/A,N/A,N/A,N/A,"26,466","79,619",D,.00,41.30,58.70,
Governor,N/A,20021105,General,New York,"2,262,255","Pataki, George E.",Incumbent,"1,534,064","McCall, H. Carl",Challenger,Independent,"654,016","Golisano, B. Thomas",Challenger,"128,743","728,191",R,14.28,59.59,40.41,"The other vote was: Scattered Write-Ins (Other) 128,743"
Governor,N/A,20021105,General,Ohio,"1,865,007","Taft, Robert Alphonso",Incumbent,"1,236,924","Hagan, Timothy",Challenger,N/A,N/A,N/A,N/A,"127,061","628,083",R,.00,60.12,39.88,
Governor,N/A,20021105,General,Oklahoma,"441,277","Largent, Steve",Challenger,"448,143","Henry, Brad",Challenger,Independent,"146,200","Richardson, Gary",Challenger,N/A,"6,866",D,14.12,49.61,50.39,
Governor,N/A,20021105,General,Oregon,"581,785","Mannix, Kevin L.",Challenger,"618,004","Kulongoski, Ted",Challenger,N/A,N/A,N/A,N/A,"60,708","36,219",D,.00,48.49,51.51,
Governor,N/A,20021105,General,Pennsylvania,"1,589,408","Fisher, Mike",Challenger,"1,913,235","Rendell, Edward G.",Challenger,N/A,N/A,N/A,N/A,"80,536","323,827",D,.00,45.38,54.62,
Governor,N/A,20021105,General,Rhode Island,"181,827","Carcieri, Donald L.",Challenger,"150,229","York, Myrth",Challenger,N/A,N/A,N/A,N/A,599,"31,598",R,.00,54.76,45.24,
Governor,N/A,20021105,General,South Carolina,"585,422","Sanford, Marshall Clement Jr.",Challenger,"521,140","Hodges, James H.",Incumbent,N/A,N/A,N/A,N/A,"1,163","64,282",R,.00,52.90,47.10,
Governor,N/A,20021105,General,South Dakota,"189,920","Rounds, Mike",Challenger,"140,263","Abbott, Jim",Challenger,N/A,N/A,N/A,N/A,"4,376","49,657",R,.00,57.52,42.48,
Governor,N/A,20021105,General,Tennessee,"786,803","Hilleary, Van",Challenger,"837,284","Bredesen, Phil",Challenger,N/A,N/A,N/A,N/A,"29,080","50,481",D,.00,48.45,51.55,
Governor,N/A,20021105,General,Texas,"2,632,591","Perry, Rick",Incumbent,"1,819,798","Sanchez, Tony",Challenger,N/A,N/A,N/A,N/A,"101,598","812,793",R,.00,59.13,40.87,
Governor,N/A,20021105,General,Vermont,"103,436","Douglas, Jim",Challenger,"97,565","Racine, Doug",Challenger,N/A,N/A,N/A,N/A,"29,160","5,871",R,.00,51.46,48.54,"In the absence of a majority for any candidate, the Vermont State Legislature elected Jim Douglas as governor in January 2003."
Governor,N/A,20021105,General,Wisconsin,"734,779","McCallum, Scott",Incumbent,"800,515","Doyle, James E.",Challenger,Libertarian,"185,455","Thompson, Edward",Challenger,"54,600","65,736",D,10.45,47.86,52.14,"The other vote was: Scattered Write-Ins (Other) 54,600"
Governor,N/A,20021105,General,Wyoming,"88,873","Bebout, Eli",Challenger,"92,662","Freudenthal, Dave",Challenger,N/A,N/A,N/A,N/A,"3,924","3,789",D,.00,48.96,51.04,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"62,472,278","31,020,038","27,868,629","1,350,205","2,233,406","3,151,409",R,49.65,44.61,2.16,3.58,52.68,47.32
,
,
,
GUBERNATORIAL National Summary 2001
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,"8,414,350",20011106,General,New Jersey,"928,174","Schundler, Bret",Challenger,"1,256,853","McGreevey, James",Challenger,N/A,N/A,N/A,N/A,"42,138","328,679",D,.00,42.48,57.52,
Governor,"7,078,515",20011106,General,Virginia,"887,234","Earley, Mark",Challenger,"984,177","Warner, Mark R.",Challenger,N/A,N/A,N/A,N/A,"15,310","96,943",D,.00,47.41,52.59,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
"15,492,865",United States,"4,113,886","1,815,408","2,241,030",N/A,"57,448","425,622",D,44.13,54.47,.00,1.40,44.75,55.25
,
,
,
